"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q20-1","Q20-2","Q20-3","Q21","Q22","Q23","Q24-1","Q24-2","Q24-3","Q24-4","Q24-5","Q24-6","Q24-7","Q25-1","Q25-2","Q25-3","Q25-4","Q25-5","Q25-6","Q2","Q7-1","Q7-2","Q7-3","Q8","Q11-5","Q14-5","Q18","Q19","Q9","Q10","Q12-5","Q12-17","Q12-18","Q12-19","Q13-5","Q13-9","Q13-17","Q13-18","Q15-5","Q15-17","Q15-18","Q15-19","Q16-5","Q16-9","Q16-17","Q16-18","Q11-11","Q11-13","Q14-11","Q14-13","Q11-2","Q12-2","Q12-4","Q14-2","Q15-2","Q15-4","Q17","Q12-11","Q12-12","Q12-13","Q13-11","Q13-12","Q13-13","Q13-19","Q15-11","Q15-12","Q15-13","Q16-11","Q16-12","Q16-13","Q16-19","Q12-8","Q13-8","Q15-8","Q16-8","Q12-9","Q13-6","Q13-21","Q15-9","Q16-6","Q16-21","Q11-9","Q14-9","Q11-20","Q14-20","Q12-1","Q12-3","Q12-7","Q12-15","Q13-2","Q13-4","Q13-7","Q13-10","Q13-14","Q13-15","Q15-1","Q15-3","Q15-7","Q15-15","Q16-2","Q16-4","Q16-7","Q16-10","Q16-14","Q16-15","Q11-4","Q11-12","Q14-4","Q14-12","Q13-20","Q16-20","Q11-3","Q11-8","Q11-14","Q11-15","Q14-3","Q14-8","Q14-14","Q14-15","Q12-20","Q15-20","Q13-1","Q13-3","Q16-1","Q16-3","Q12-21","Q15-21","Q12-10","Q15-10","Q12-14","Q15-14","Q11-1","Q14-1","Q11-17","Q11-18","Q11-19","Q14-17","Q14-18","Q14-19","Q12-22","Q13-22","Q15-22","Q16-22","Q13-16","Q16-16","Q12-6","Q15-6","Q11-21","Q11-22","Q14-21","Q14-22","Q11-6","Q11-7","Q11-16","Q12-16","Q14-6","Q14-7","Q14-16","Q15-16","Q11-10","Q14-10","label","WAVE","pulseId","surveyTime","current_wave","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22"
"BR","Obstetrics & Gynecology","São Paulo","26c15bd7-4969-4974-8135-4e1f7460ffbe","Completed","2020-04-13T17:28:37.242316","2020-04-13T17:25:48.92071","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","2","1","3","1","4","5","2","2","2","7","1","2","4","3","5","6","4","6","5","2","1","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",2.8053666666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Plastic & Reconstructive Surgery","Goiás","125e7e15-59a4-46df-9e83-d633bc84c507","Completed","2020-04-13T15:53:12.30831","2020-04-13T15:35:29.599581","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","3","4",,"5","4","4","1","1",,"6","5","7","4","3","1","2","1","4","5","2","6","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",17.711816666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","General Practice (GP)","Distrito Federal","5e07fc28-da00-4fa9-80e2-f94af580de44","Completed","2020-04-13T15:43:26.549786","2020-04-13T13:48:22.861558","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","2","2","2",,"1","3","3","1","2","2","4","5","1","3","2","7","6","1","2","6","4","5","3","3","2","1","2",,,,"2,6,7","5",,"2,4,5,11,12,13",,,,,"4",,,,,,,,"5",,,,,,,,,,,,,,"1",,,,"3","3","3",,,,,"5","5","5",,,,,,,,,,,,,,,,,,,,"3","4",,,,,,,,,"4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",115.06146666666667,0,5,,"3",,"4","4",,,,,,"3","3","3",,,,,,,,,,,"4",,"3","5",,,,,,"5","5","5",,,,,,,,,
"BR","Urology","São Paulo","f085008b-3eee-44ae-a989-71dc429a03e1","Completed","2020-04-13T15:32:45.902752","2020-04-13T12:56:57.296991","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","1","1","2","1","4","5","2","2","1","6","7","3","1","2","5","4","6","5","4","3","1","2","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",155.8101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","General Practice (GP)","Paraná","9d0f27cb-71d3-49f3-ac66-0f30ccde1db2","Completed","2020-04-13T15:08:39.193346","2020-04-13T14:45:55.386929","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","1","2",,"1","4","3","1","1",,"4","5","3","1","2","6","7","2","1","5","6","3","4","3","2","2","1","11,12,13",,,"6,7","2","23",,,,,,,,,,,,,,,,,,"5","4","5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",22.730116666666667,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Gastroenterology","Amazonas","eb4918d4-b2bb-4d49-82d9-1af31cebc191","Completed","2020-04-13T15:00:21.978293","2020-04-13T14:52:29.887214","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","2","3",,"3","4","3","1","2","3","2","5","3","6","1","4","7","4","2","3","5","6","1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.8681833333333335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Internal Medicine","Rio Grande do Sul","630d3cf9-151b-4af3-a6e7-f66b764ba8f6","Completed","2020-04-13T14:42:19.949788","2020-04-13T14:33:56.17667","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","1","3","1","4","4","4","4","2","2","1","5","4","3","1","2","6","7","1","4","3","5","6","2","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",8.396216666666668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Nephrology",,"0004dfd0-ca15-4184-93c9-04953dca436c","Completed","2020-04-13T14:31:19.149773","2020-04-13T14:18:36.030214","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","2","2",,"4","4","4","2","1",,"6","7","1","2","5","4","3","2","1","6","3","5","4","2","1","1","2",,,,"8","3",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",12.71865,0,5,,,,"2",,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,
"BR","Endocrinology","Rio Grande do Sul","0dd7a5ce-a433-4178-afbe-d7e1dbbd0199","Completed","2020-04-13T14:19:21.401903","2020-04-13T11:44:25.317042","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","1","1","4","3","4","4","1","1",,"7","5","3","2","4","1","6","2","4","3","5","1","6","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",154.93473333333336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Rheumatology","São Paulo","abf1ea30-ad50-4790-a283-509f9737f86a","Completed","2020-04-13T14:16:29.56497","2020-04-13T14:10:56.49964","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","1","4",,"1","4","5","1","1",,"1","2","6","3","4","5","7","1","6","4","2","3","5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",5.551083333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","General Surgery",,"cf23e767-8e13-49e5-bc07-a021f37e806b","Completed","2020-04-13T13:59:52.619144","2020-04-13T13:52:03.926497","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","1","4",,"3","4","4","2","2","2","6","5","2","3","4","1","7","1","2","3","6","5","4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.8115499999999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Intensive Care / Critical Care Medicine",,"5e7b3ac7-a8d9-4852-82b1-cb78897dd336","Completed","2020-04-13T13:41:49.567418","2020-04-13T13:37:38.858464","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","2","1","6","2","4","3","2","2","7","7","4","3","5","1","2","6","1","6","5","3","2","4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",4.178483333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Gastroenterology","São Paulo","73b51d23-1c53-4103-83c2-9fc3e76378dd","Completed","2020-04-13T13:38:55.074279","2020-04-13T13:24:57.356792","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","2","1","4",,"2","4","5","2","1",,"1","4","3","2","5","7","6","5","3","1","6","2","4","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",13.961966666666665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Anesthesiology",,"a355e99f-2d8d-4a11-b714-129e52bc5127","Completed","2020-04-13T13:38:33.153241","2020-04-13T13:28:26.816477","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","2","4",,"5","2","5","2","2","3","4","5","1","2","3","6","7","5","3","4","1","6","2","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",10.105616666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Cardiology","Rio Grande do Sul","7dab5c93-edc0-4eaf-b9ed-62b68f794a1f","Completed","2020-04-13T12:40:23.960522","2020-04-13T12:08:42.440686","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","2","3","4",,"2","4","4","2","1",,"4","5","3","1","2","7","6","4","3","1","6","5","2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",31.692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","General Practice (GP)",,"a3b69870-50ba-44d5-8799-cf3f796bcf8e","Completed","2020-04-13T12:10:52.382569","2020-04-13T11:58:44.121436","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","1","2","1,2","4","4","2","3","2","2","2","7","6","2","1","3","5","4","4","1","5","2","6","3","0","2","5","1","1,2,4,5,12,17,20,22","4","3","2,5,7","5","1,2,4,5,7,8,9,16,17,19,20,22",,"5","5",,"5",,,,,"3","4",,"3",,,,,,,,,"5","4","5","5","5","4","3",,,,,,,,,,,,,,,"5",,"5",,"4",,,"3",,,,,"3","4","3",,"4",,,,,,,,"4",,"5",,,,,,,,"5","1","4","1",,,,,,,,,,,"3","2",,,,,,,,,,,"4","4","3",,,"4",,,"5",,"5",,,,,,,"5",,"5",,,,"3",,,,"3",,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",12.137683333333333,0,2,"3","4",,"5","5",,"4","5","4",,,,,,,"3","5",,"5","3",,"5","4","5",,"4","3",,"5","5","3",,,,,,,"3","4",,"3","2",,"5"
"BR","Hematology","Rio de Janeiro","d7016192-5a32-4fdd-bae5-eda9dacec6e0","Completed","2020-04-13T11:42:46.507276","2020-04-13T11:30:31.277586","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","1","4",,"1","4","4","2","2","2","3","2","5","6","1","4","7","3","2","4","1","5","6","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",12.253833333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Cardiology","Minas Gerais","04658370-678f-4ca7-9dc3-e92a20a9ca64","Completed","2020-04-13T11:40:00.949359","2020-04-13T11:27:18.236033","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","1","1","1","5","3","2","4","2","1",,"4","2","5","3","1","6","7","1","4","5","2","6","3","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",12.711883333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Rheumatology","Paraná","ed85d313-2f64-42f3-9dea-79f0ad62c869","Completed","2020-04-13T11:20:24.481856","2020-04-13T11:01:54.871877","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","6","2","3",,"1","5","3","2","1",,"7","6","1","5","4","3","2","5","6","1","4","2","3","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",18.493499999999997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Gastrointestinal surgery","São Paulo","4c71ad6a-4261-4011-a112-4290c4a1d612","Completed","2020-04-13T11:16:17.79709","2020-04-13T11:07:19.396106","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","7","1","4",,"3","5","5","2","1",,"3","7","5","4","6","1","2","4","1","6","5","3","2","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",8.97335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Hematology",,"99befa26-44af-450f-b016-f9f412886488","Completed","2020-04-13T10:35:46.844559","2020-04-13T10:28:48.626482","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","2","1","6","1","4","2","1","2","3","4","6","5","3","7","2","1","6","1","2","5","3","4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",6.9703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Ophthalmology","São Paulo","405336fb-5ba6-4904-ad38-30defd47e293","Completed","2020-04-13T10:14:47.762487","2020-04-13T10:05:42.090202","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","1","1","4",,"5","4","4","2","1",,"2","1","3","5","4","6","7","2","3","1","6","4","5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",9.094533333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Cardiology","São Paulo","b1d42dab-b812-4eff-8fed-6e9cd077ac8e","Completed","2020-04-13T10:13:39.646133","2020-04-13T09:48:00.299635","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","2","3","1","4",,"4","5","4","2","1",,"1","6","3","7","5","2","4","1","2","4","3","6","5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",25.655783333333332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","General Surgery - Vascular Surgery","São Paulo","ea9cbe1f-6abb-4cfe-bf85-7e7ffe76cd64","Completed","2020-04-13T09:36:55.325284","2020-04-13T09:27:37.809428","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","1","1","4",,"3","4","4","2","2","2","3","4","5","1","2","6","7","1","6","5","3","4","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",9.291933333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Dermatology","Distrito Federal","7372fede-bdbb-495e-b56d-272cb1a88d2e","Completed","2020-04-13T09:31:00.819444","2020-04-13T09:20:33.914892","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","1","2","1,2,3","5","3","5","5","2","2","2","4","5","2","3","1","6","7","3","1","4","6","5","2","2","3","5","6",,,,"2,5,6,7","3","1,2,4,20","1,2,4,17,18,19",,,,,,,"1","1",,,,,,,"3","3",,,,,,"1","2",,"4","4","1",,,,,,,"1",,,,,,,"2",,,,,,,,,,,,,,,"1",,,,"1","2",,,,,"4",,,,"4","4",,,,,,,,,,,,,,,,,,,"2","4","1",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",10.448416666666667,0,4,"1","1",,"2",,,,,,,,,,,,,"1","1","1",,,,"4","4",,"4",,,,,,,,,,,,,"3","3","2",,,
"BR","Nephrology","São Paulo","984d3c57-093b-4535-ab5f-a3cd56e7de08","Completed","2020-04-13T07:15:32.497147","2020-04-13T06:49:18.137774","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","3","2","1","6","5","4","4","2","2","2","1","2","4","5","3","6","7","6","3","1","5","2","4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",26.23933333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Dermatology","São Paulo","48747f0e-af5e-4075-9031-10ea9d41205b","Completed","2020-04-17T09:55:57.566693","2020-04-17T09:48:02.36107","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","2","2","4",,"4","1","3","2","2","1","2","3","4","5","6","1","7","6","5","2","1","3","4","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",7.920083333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Pediatrics (excluding surgery)","São Paulo","d28debf0-8e7f-48c3-ba42-73b047cda447","Completed","2020-04-17T01:59:08.732098","2020-04-17T01:54:15.083981","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","4","1","4",,"1","5","1","1","1",,"7","6","3","5","4","1","2","2","4","6","1","5","3","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",4.89415,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BR","Internal Medicine","Rio de Janeiro","0549d0c7-8ff5-4efd-9164-a49d975862f5","Completed","2020-04-15T21:32:10.061733","2020-04-13T13:32:41.073161","f841db14-3e1f-4574-bb6e-34421069bdaa","Your voice, represented in the COVID-19 global conversation","3","5","1","1,3","2","3","4","5","2","2","1","2","1","7","3","5","4","6","1","6","2","5","4","3","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave4_en",4,"f841db14-3e1f-4574-bb6e-34421069bdaa",3359.4831333333336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
