"country","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6-1","Q6-2","Q6-3","Q6-4","Q6-5","Q6-6","Q6-7","Q6-8","Q6-9","Q6-10","Q7","Q8-1","Q8-2","Q8-3","Q8-4","Q8-5","Q9-1","Q9-2","Q9-3","Q9-4","Q9-5","Q9-6","Q9-7","Q9-8","Q9-9","Q9-10","Q10","Q12-1","Q12-2","Q13","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q11","Q14","Q15","wave"
"IN","Uttar Pradesh","ab2849fe-6c21-b585-dee4-3e0d38ead9e9","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","5","1","2","11","11","11","1","11","11","3","11","11","2","1","5","4","2","3","11","11","11","11","1","11","11","3","2","11","2","3,4,6","1,2,5,7,8,9,10,11,12,13,14,15","2,3,4,5,6,8,9","3","4","2","5","1","1","1","1","Distancing and hand washing ","2","2","1","1","No","2","2","4","non_us1"
"AU","Western Australia","d575d01c-0397-ce04-1247-6043666fc873","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","5","7","2","2","11","11","11","3","1","11","11","11","11","2","2","1","3","4","5","3","1","11","11","11","11","11","11","2","11","3","15","15","15","2","5","4","1","3","2","1","2",,"3","2","3","2","No",,,,"non_us1"
"CN",,"bf2c5cfd-35b6-3e0c-0d50-8bacbe2de968","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","2","1","3","11","11","11","11","11","11","11","2","2","5","4","1","2","3","2","11","11","11","3","11","1","11","11","11","1,2","3,6,10,12","5,7","6,7","3","5","1","4","2","2","2","2",,"2","2","2","2","NO","2",,,"non_us1"
"IN","Orissa","6de1feee-afbd-350c-f873-54966b77531e","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","7","2","3","11","11","11","2","1","11","11","11","11","1","1","2","3","4","5","11","11","2","3","11","11","11","11","11","1","3","15","15","15","1","5","4","3","2","2","2","1","Started taking Hydroxy chloroquine myself & to start for other members if community spread shall be significant. No physical contact with my patients since I am above 65 yrs. ","2","1","2","2","Some questions on taking travel risk, risk & insurance for health professionals. ",,,,"non_us1"
"KR","Seoul","848a202b-b503-6548-2c69-76717e219d1b","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"5","5","2","1","3","11","11","11","11","11","2","11","11","3","5","1","3","4","2","11","11","11","1","2","3","11","11","11","11","1","15","15","15","4","3","1","2","5","2","3","1","외출 자제, 마스크 착용","2","1","1","2","세계적 유행을 막을수 있는 국제적 공조 방법","3",,,"non_us1"
"IN","Uttarakhand","85718e8e-fa86-7323-23c7-5fa140397094","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","6","7","3","2","11","1","11","11","3","11","11","11","11","1","2","3","5","4","1","11","3","11","11","2","11","11","11","1","11","3","15","15","15","4","5","3","2","1","1","1","1","Social distancing separate room","1","1","2","2","Vaccine",,,,"non_us1"
"JP","Aichi","4bd2d211-d373-b35a-c10f-80ff0ab93246","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","2","3","4","2","1","11","11","11","11","11","3","11","11","2","3","5","2","1","4","3","11","11","1","11","2","11","11","11","11","3","15","15","15","4","5","2","1","3","1","1","1","マスクの装着、頻繁な手洗い","3","1","1","3","時間がたつと考えが変わる可能性があります。2週間後ぐらいの同等の質問をすると答えが変わるかの知れません。",,,,"non_us1"
"AU","Queensland","3e7ed6cd-ec3d-c833-5516-782126497fff","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","5","2","1","11","11","11","2","3","11","11","11","11","3","5","1","3","2","4","2","11","11","11","3","11","11","1","11","11","3","15","15","15","4","5","2","3","1","1","1","1","Isolation","3","2","2","2","No",,,,"non_us1"
"AU","Queensland","ecddd664-4e4b-3c6d-61f0-c9e0d4eae783","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","7","6","4","11","11","2","1","11","3","11","11","11","11","1","1","3","2","4","5","11","11","11","11","3","1","11","2","11","11","3","15","15","15","4","5","1","3","2","2","3","1","More frequent hand washing","3","2","1","2","All cruise ships should be prohibited landing until all are tested. ",,,,"non_us1"
"CN","Guangdong","9ee06b7c-c7a1-a883-75b8-2fdad7f7920c","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"7","1","1","2","11","11","11","11","1","11","11","11","3","4","1","3","2","4","5","11","11","11","11","2","3","11","11","1","11","1","15","7","7","1","5","3","4","2","3","3","1","wear surgical mask and  wash hand","3","2","3","2","vaccines and specific antiviral drugs","2",,,"non_us1"
"AU","Western Australia","32397dac-ac08-2939-17c1-327475d5bcea","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","6","6","2","1","11","3","11","11","2","11","11","11","11","1","3","2","1","5","4","11","11","11","3","2","11","11","11","1","11","2","2,4,5,6,9,10","8","4","2","5","4","3","1","2","1","1","Strict hygiene","1","2","3","2","Impact on mental healt apart from stress","2","6","1","non_us1"
"CN","Shanghai","3db757d3-31cb-1336-0795-5ad8e9403f41","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"1","1","1","11","2","11","11","11","1","11","11","3","11","1","5","1","2","4","3","11","11","11","2","3","11","11","11","1","11","1","1,3,7","2,7","3,4","4","3","5","2","1","1","1","1","no","1","1","1","1","no","1",,,"non_us1"
"CN","Shandong","ec493f9b-91ed-3d0f-c9cb-4908a40c7dc3","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","1","1","1","1","11","11","11","3","2","11","11","11","11","3","3","2","5","1","4","11","3","11","11","11","11","1","11","2","11","1,2","15","15","8","2","5","3","4","1","1","1","1","washing hand AND mask","3","3","4","2","no","1",,,"non_us1"
"IN","Delhi","4f638f70-00d1-4359-aa61-ac628382d14e","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","2","11","11","11","11","11","1","11","11","3","1","5","4","1","2","3","11","11","11","2","3","11","1","11","11","11","3","15","15","15","3","4","2","5","1","1","1","1","Social Distancing","2","1","2","2","Nothing",,,,"non_us1"
"CN",,"9110d69e-0569-01d2-0ec5-cd9240aa515a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","2","11","3","11","11","1","11","11","11","11","2","2","1","3","2","4","5","11","11","11","11","3","11","11","1","11","2","1","6,7,9","7,9","2,3","3","1","2","5","4","2","2","2",,"2","2","2","2","NO","3",,,"non_us1"
"IN","Karnataka","0b7fa7a6-9ce0-f9a0-2ef5-d2f4115ffc90","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","6","5","1","2","11","11","3","11","1","11","11","11","11","1","5","2","4","3","1","11","11","1","11","3","11","11","11","2","11","1,2","1,2,4,5,6,8,13","3,7,9,10,11,12,14","1,2,5,8","3","4","1","5","2","1","2","1","Sanitisers, social distancing","1","2","2","2","Personal experiences of other doc's and paramedics","4","2","5","non_us1"
"CN","Beijing","c4d0ceb6-659d-6314-8713-5541de374893","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","2","11","11","11","3","2","11","1","11","11","11","2","2","3","5","1","4","11","3","11","11","11","11","2","11","1","11","1","5,6","4,6","4","4","1","5","3","2","2","2","2",,"2","2","2","2","NA","3",,,"non_us1"
"IN","Punjab","2cf8f60c-7c7f-9a1a-7868-d79d212d5ba3","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","2","3","11","11","11","2","1","11","11","11","11","3","2","1","5","3","4","2","11","11","11","3","11","11","1","11","11","1","1,4,8,11,12","2,4,5,11,13","2,4,8","3","5","4","1","2","1","1","1","avoiding social gathering","2","2","2","2","treatment for covid-19","1","5","3","non_us1"
"CN","Jiangsu","2864f87d-2b6e-aa21-b388-9c1beca1113f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","1","2","11","11","3","1","11","11","11","11","11","3","5","4","3","1","2","11","2","11","11","11","11","1","3","11","11","2","1,7,11,13","2,3,4,5,6,8,9,10,12,14","1,7,12,14","4","5","3","2","1","1","1","1","禁止外出，居家隔离，网上办公。","3","2","4","2","新冠肺炎来势凶猛，但并不可怕，只要做好自我防护，减少人群流动，避免群集性活动，一定能战胜疫情。","2","3,5","1","non_us1"
"AU","South Australia","5e006846-e41d-02e7-84cc-8cd3effcc91d","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","6","2","11","2","11","11","3","1","11","11","11","11","3","2","3","4","5","1","3","2","11","11","11","11","11","11","11","1","3","15","15","7,8","4","3","2","5","1","4","3","1","Self-isolation","2","2","1","2","No",,,,"non_us1"
"IN","Karnataka","203ca917-f0ad-8d30-6a1c-31bd5fd9e034","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","4","1","11","2","11","11","1","3","11","11","11","11","2","2","1","3","5","4","1","11","11","11","3","11","2","11","11","11","3","15","15","15","4","5","2","3","1","3","2","1","social distancing, hand hygiene","4","2","3","2","current recommendations updated frequently",,,,"non_us1"
"IN","Karnataka","6cc56fab-224b-782a-e424-ae91cd5d89c4","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","1","3","3","2","11","11","11","11","2","3","1","11","11","11","1","2","5","4","3","1","11","11","11","1","11","11","11","3","2","11","3","2,4,5,7,8,10","2,4,5,6,7,8,9,10","2,4,5,8","4","3","2","5","1","1","1","1"," Discard mask,change clothes and wash them separately, bathe before entering the house. advise all family members the importance of washing hands thoroughly with soap and warm water ","2","1","2","2","No",,"2,4,5,6","2","non_us1"
"CN","Guangdong","eb8469b1-8b7b-aed9-352f-559b7345f8b4","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"2","3","3","11","11","11","11","2","11","11","3","1","11","2","1","3","4","2","5","11","11","11","1","11","3","11","11","2","11","1,2","3,6","8","3,4,5","4","1","5","3","2","2","3","2",,"2","2","2","2","NA","3","2,3","3","non_us1"
"IN","Gujarat","c2d8b585-498f-bc1a-b0a1-0feb980224d2","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","5","1","2","11","11","11","3","1","11","11","11","11","2","1","2","5","4","3","11","11","11","11","2","3","11","11","1","11","3","15","15","15","2","5","3","4","1","1","2","1","hand hyegine, steam inhalation, boosting immunity, social distancing, not allowing parents above 60 to go out, keeping hospital stuffs out of home","2","2","2","2","any innovative way or ideas to fight the COVID 19?   what precautions r u taking to not to bring covid at your home from hospital",,,,"non_us1"
"CN",,"e094feac-8d43-d55b-b1d0-eacc15f9c7d6","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","4","4","2","1","11","11","11","3","2","11","11","11","11","1","1","2","5","3","4","1","11","2","3","11","11","11","11","11","11","3","15","1,2,5,13,14","2,5","2","5","3","4","1","1","1","1","Thorough disinfection after going home","2","1","3","1","Nothing else",,,,"non_us1"
"JP","Tokyo","d6db1b4b-3ea4-fc6f-6ca4-81350a65e5d7","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","6","6","4","11","11","11","11","1","11","2","11","11","3","2","5","4","3","2","1","3","11","11","1","2","11","11","11","11","11","2","7","15","15","3","2","5","1","4","1","1","1","Live in the house","3","2","2","2","None","3",,,"non_us1"
"JP","Saitama","3afbcb2f-a410-67dd-eb9f-ce342e225f53","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","3","3","2","11","11","1","3","2","11","11","11","11","11","3","5","2","3","4","1","11","11","1","11","11","3","11","2","11","11","3","15","15","1","4","5","2","3","1","2","3","2",,"3","3","3","2","none",,,,"non_us1"
"IN","Andhra Pradesh","3134ccaa-79ee-7e34-7894-03da638f7b6f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","4","1","11","1","11","11","3","2","11","11","11","11","2","3","4","1","2","5","11","11","2","11","11","3","1","11","11","11","3","7","1,2,3,4,5,6,9","4,5,10","3","5","2","4","1","1","1","1","sanitizer and social distancing","2","1","2","1","doctor's level of stress",,,,"non_us1"
"CN","Jiangsu","d8a8ad8b-7bdc-50b4-35af-06db88ab1647","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"1","1","1","11","11","11","3","2","1","11","11","11","11","4","2","1","4","3","5","11","11","11","1","2","3","11","11","11","11","1","15","15","15","2","1","5","3","4","4","4","2",,"3","3","2","2","No. ","2",,,"non_us1"
"IN","Madhya Pradesh","21cab975-7f6d-1675-5918-62d38d03854a","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","6","6","2","1","11","3","2","11","11","11","11","11","11","1","2","5","4","3","1","2","11","11","11","11","11","11","3","1","11","1","15","1,2,3,4,5,6,7,8,9,10,11,12,13,14","1,2,6","4","3","2","5","1","1","1","1","Hcq tab","2","2","1","3","No","3","1,2","2","non_us1"
"JP","Shimane","186a68b2-aa61-6124-2a52-3e02336a2c2e","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","4","6","2","1","2","11","11","11","11","11","11","3","11","3","5","2","3","1","4","11","11","11","3","2","1","11","11","11","11","3","13,14","15","13","4","3","5","1","2","3","3","2",,"3","2","1","2","No",,,,"non_us1"
"JP","Fukuoka","1079d414-a77c-ef49-7c15-c28ca93ec96b","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","7","7","2","1","11","11","11","2","11","11","11","11","3","2","3","5","4","2","1","11","11","1","11","3","11","11","11","11","2","3","15","15","15","4","2","3","1","5","1","2","1","人ごみを避ける","2","1","2","2","ない",,,,"non_us1"
"CN","Sichuan","f08c9440-37b1-0eb8-4bdf-ba1cfec6bae4","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","1","3","11","11","11","2","11","1","11","11","11","1","1","5","3","4","2","2","11","11","11","3","1","11","11","11","11","1,2","1,2,4,6,9,10,11,14","3,5,7,8,12,13","2,4,7,8,13","5","3","4","2","1","1","1","2",,"1","1","1","1","no","5","1,3","1,3","non_us1"
"JP","Saitama","ee8bb6b1-f437-b7a8-c152-040352b997a4","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","4","4","2","11","3","1","11","11","11","11","2","11","11","3","4","1","2","5","3","11","11","11","1","2","11","11","3","11","11","3","15","15","15","4","3","2","5","1","2","1","2",,"2","1","1","2","Treatment for early stage (with mild symptoms ).",,,,"non_us1"
"IN","Delhi","00acfcf7-915f-39e5-278f-4ca93f953706","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","11","11","11","11","2","1","11","3","11","11","1","5","4","2","3","1","11","11","11","1","11","11","11","2","3","11","3","1,2,3,4,5,6,7,8,9,11,13,14,15","10,12","1,4,9","5","3","1","4","2","1","2","1","all possible","4","3","2","1","testing should faster turn around time",,"2","1","non_us1"
"AU","New South Wales","ae237b6b-aa13-ccf6-a69a-9b6f2d6869f2","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","6","3","11","11","3","2","11","11","11","1","11","11","1","4","1","2","3","5","11","11","11","3","2","1","11","11","11","11","1","15","3,4","3,4","2","4","3","5","1","1","1","1","Telehealth ","2","3","2","3","No","3",,,"non_us1"
"JP",,"66e9e476-d1cd-4692-d78a-22adbe342dd9","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","5","6","2","11","11","1","11","2","11","11","11","3","11","3","5","3","4","2","1","11","11","11","2","11","1","3","11","11","11","2","2,4,7,8,11","2,4,7,8,11","11","1","5","2","4","3","1","1","1","イオあhフォイアshフォイアほい","2","2","1","3","日おほひお","3","5","2","non_us1"
"JP","Hokkaido","41a8ac59-c048-21d8-71e4-d4b82c790c64","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","2","1","1","3","11","11","11","11","11","1","11","11","2","1","2","3","4","5","1","11","3","11","11","1","11","11","11","11","2","2","1,2,8,11","1,2,8,11","1,7,11","5","4","1","2","3","1","1","2",,"3","3","3","1","inhalor","2","1,2","1","non_us1"
"JP",,"4a9e10ce-5c70-e3f8-64d4-8911beee64fe","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","5","7","3","11","11","2","1","11","11","11","11","3","11","3","1","5","3","4","2","11","11","11","1","11","3","2","11","11","11","1","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1","2","1","3","5","4","1","1","1","nothing","1","1","1","1","nothing","1","1","1","non_us1"
"CN","Guangdong","140125be-613d-1fe1-361e-ab8a446a8c0d","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"2","3","2","2","11","11","11","3","1","11","11","11","11","3","5","1","3","4","2","11","11","2","11","1","11","11","11","3","11","3","15","1,2,5,12,13","1,13","3","4","2","1","5","1","1","2",,"2","2","1","2","It's very important to ban entry",,,,"non_us1"
"JP","Shizuoka","68d3eed9-bfa1-f9c5-b0c3-0360ab523447","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","6","1","7","3","3","11","2","11","1","11","11","11","11","11","3","1","3","2","5","4","11","1","11","3","11","11","11","11","11","2","2","15","15","7,12","5","2","1","3","4","2","2","1","standard precaution","4","2","2","2","Nothing.","2",,,"non_us1"
"JP",,"e1bded05-42d8-9802-6b96-3b1d075cb476","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","6","7","7","3","11","11","11","11","11","2","1","3","11","11","3","3","2","1","4","5","11","3","11","1","11","11","11","2","11","11","3","15","15","15","1","2","3","5","4","2","2","2",,"4","4","2","2","nothing",,,,"non_us1"
"CN","Xinjiang","5a5bb3cb-6ced-cc84-b9c7-a7efc5260924","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","1","2","11","11","11","3","1","11","11","11","11","4","2","5","3","1","4","11","11","11","2","3","11","11","11","1","11","3","15","1,2,3,4,5,6,9,13","2,4,5,6,9,13","3","5","4","1","2","1","4","2",,"2","3","1","2","no。",,,,"non_us1"
"JP","Aichi","d4c99312-7b73-5df3-5672-5a4609c07419","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","5","4","4","2","3","11","11","11","1","11","11","11","11","2","2","5","2","3","1","4","11","11","11","2","1","3","11","11","11","11","2","1,2,8","1,2,8","1","4","3","1","5","2","1","1","1","dont move","1","1","1","1","nothing","3","6","5","non_us1"
"JP","Tokyo","0983d318-788d-5ea7-34eb-cf66ed1b241e","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","3","3","2","11","11","1","2","11","11","11","3","11","11","2","3","4","2","5","1","11","11","11","11","11","3","11","2","1","11","3","15","15","15","4","1","3","5","2","3","3","2",,"2","3","2","1","no",,,,"non_us1"
"CN","Guangdong","d183e60b-405d-d6b2-78d8-fb8f37f21a07","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"2","1","1","1","11","11","11","3","2","11","11","11","11","4","1","4","5","3","2","3","2","11","1","11","11","11","11","11","11","1","9,10","1,2,4,5,6,7,8","15","4","5","1","3","2","1","1","1","stay at home,not go outside","1","1","1","2","no","2","1","1","non_us1"
"JP","Kanagawa","e9500ee9-6ae4-cde8-3007-fc782cead8d8","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","3","2","11","11","11","1","11","11","11","11","1","1","5","4","2","3","11","1","11","11","2","11","11","11","3","11","1,2","15","2","11","2","3","4","5","1","2","3","2",,"3","2","2","2","that is all","3",,,"non_us1"
"JP","Hyogo","ebc9d670-c4f9-030e-0fa9-ec9cbc113ea5","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","3","3","3","11","11","11","11","2","11","1","11","3","11","2","4","2","3","5","1","11","3","11","2","11","1","11","11","11","11","3","1,5","1,2,3,7","1,2,3,5,7,9","4","5","1","3","2","2","2","1","N95 mask","1","2","2","1","Nothing",,,,"non_us1"
"CN","Liaoning","98d1f9e3-07e8-af89-d5c8-e7370b545a24","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"1","1","1","11","11","11","11","11","3","1","11","2","11","1","5","2","4","1","3","1","11","11","11","2","11","11","11","11","3","1,2","1,3,4,5,7,9,10,12,13,14","2,6,8,11","4,9","2","3","4","1","5","1","1","1","Wash","3","3","3","1","No","1","1,3","2,3","non_us1"
"JP","Yamagata","1d01ac7e-35b8-1645-c694-3eb156c9b3c9","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","5","1","2","11","11","11","11","11","1","11","3","11","2","2","3","4","2","5","1","11","11","2","3","1","11","11","11","11","11","1","1,2,4,5,6","5,6,7","15","2","5","4","3","1","1","1","1","not going outside","2","2","2","2"," treatment and new drugs","2",,,"non_us1"
"JP",,"abc16220-67d1-f481-8d44-f8374d273c5e","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","4","4","7","1","1","2","11","11","11","3","11","11","11","11","3","3","5","4","1","2","11","11","1","11","11","11","11","11","2","3","3","15","15","15","4","3","1","5","2","1","1","1","hand","2","2","1","2","no outdoor",,,,"non_us1"
"JP","Chiba","ad22d597-8abb-38db-caa2-e43b5f31758b","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","2","1","1","2","2","11","11","3","1","11","11","11","11","11","2","4","5","3","1","2","11","11","3","11","11","11","2","1","11","11","2","5","5","15","5","4","3","1","2","2","1","1","avoid contamination","2","1","1","3","none.","3",,,"non_us1"
"JP","Tokyo","3ac467d2-e295-2c41-6f49-5c8c39e60e37","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","7","3","3","2","11","2","11","11","1","11","11","11","3","11","2","5","2","4","1","3","11","11","11","11","2","11","11","1","3","11","3","15","1","1","5","2","1","3","4","1","1","2",,"3","3","2","2","No.",,,,"non_us1"
"JP","Kanagawa","d88ef864-50a6-49a3-31e1-116bdb64fb92","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","4","2","1","3","2","11","11","11","11","11","11","11","2","5","2","3","1","4","11","11","11","1","11","3","11","2","11","11","2","15","15","14","3","5","4","1","2","1","1","2",,"2","2","2","2","none","3",,,"non_us1"
"JP","Shiga","b321b5dd-e2a5-32d7-f7ed-7df16c6dfc1b","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","6","6","2","1","11","11","3","2","11","11","11","11","11","2","4","1","5","3","2","11","11","11","11","2","1","3","11","11","11","1","15","15","15","4","5","2","3","1","1","1","1","outing restrictions.","2","2","1","1","nothing particular.","2",,,"non_us1"
"AU","Victoria","c4580c5b-568f-2716-97c3-0f81b187dd8f","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","6","6","6","4","1","2","11","11","11","3","11","11","11","11","3","1","2","4","5","3","2","11","11","11","11","11","11","3","1","11","1","15","15","8","2","4","3","5","1","2","2","1","Wash myself b4 touching them","2","2","2","3","Once recovered, do patients develop full immunity?","3",,,"non_us1"
"AU","Queensland","e84eb8cc-62b3-1f0a-0441-433c639e69aa","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","5","6","3","2","11","1","3","11","11","11","11","11","11","2","1","4","3","2","5","1","3","11","11","2","11","11","11","11","11","2","15","15","15","2","5","3","4","1","2","1","1","Leaving shoes downstairs, more hygiene","2","2","2","2","No","3",,,"non_us1"
"CN","Jiangxi","3927e473-914a-afee-cd72-ef2ab05d1b75","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","1",-1,"3","3","1","2","1","11","11","11","3","11","11","11","11","1","5","4","1","2","3","11","11","11","1","11","3","11","11","2","11","1","1,2,4,5,7,9,11,12,13","2,3,5,6,8,10,13,14,15","1,2,3,5,7,9,11,13","1","4","2","5","3","1","1","1","6","1","1","2","1","OK","5","1,2,4,5","1,2,4,6","non_us1"
"AU","New South Wales","13c24342-ab6b-4829-9422-60129a29e0f2","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","3","3","2","7","1","1","11","11","11","11","3","11","2","11","11","3","1","4","3","5","2","11","11","11","3","11","11","11","11","1","2","1,2","2,3,4,5,6,9,10","1,2,3,4,8","1,3,4,5,6,9,10","4","5","2","1","3","2","2","2",,"1","1","1","2","updates on covid 19 treatment ","2","5","1","non_us1"
"CN",,"741b3945-d57f-1f77-15e8-3345056cec40","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"3","3","1","11","3","11","11","11","1","11","2","11","11","1","3","4","2","5","1","11","3","11","11","2","11","11","11","11","1","2","1,3,4,6,7,8,10,12,13,15","2,5,9,11,14","4,12","2","3","1","5","4","1","1","1","only one","3","3","3","2","No","3","3","4","non_us1"
"CN","Beijing","855a6676-d5cc-e93b-b219-7fd52289e28d","Completed","f4bae33d-f92a-4bf5-af52-d83b0b6b2468","Share your opinions & medical knowledge on COVID-19","2",0,"2","3","2","2","11","11","11","3","11","11","11","1","11","2","1","4","2","3","5","3","11","1","11","11","2","11","11","11","11","3","4","6","5,6","4","3","5","1","2","2","2","2",,"3","2","3","2","NO",,,,"non_us1"
