"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"IT","Pediatrics (excluding surgery)","f7fedccc-4466-37d2-dbc6-6472b4e19625","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,2,3,4,5,6,7,8,9,10","1","3","11","2","11","11","11","11","11","11","2","2","1","2","3","5","1","4","2","2","2","3","2","Enna","4","1,2,3,4,5,6,7","1,2,3,4,5,6","12","2",,"3",,,,,,,,,,,
"ES","Cardiothoracic surgery","7c402608-3719-f577-88f2-195a6bfed073","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"4","2","1","2,5,7","11","11","3","11","11","1","11","2","11","11","2","1,2","2,3",,"2","5","1","4","3","2","2","1","1","Barcelona [Barcelona]",,"4,6","1,2","1,6,8,9","2,3,4,9","5","4","4","5",,"5","2,4","3,5","6","5",,,
"IT","Proctology / Colon & Rectal Surgery","ba084fc6-b4b7-ebfa-b5f6-046bfc63e73a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","3","wear gloves and mask and disinfect hands","1","11","11","11","11","2","3","11","11","11","3","2","1","1","2","1","5","4","3","1","2","4","2",,"3","8","8","3,4,6,8","3,4,6",,,"5","5",,,"2","1","2","6",,,
"DE","Diabetology","51d3d826-e823-0d1f-336b-bf93a76f2c30","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","4","2","3","2,4,8","1","2","11","11","11","3","11","11","11","11","3","1,2","1","1","5","3","2","1","4","2","1","2","1","Niedersachsen","2","1,2","8","12","4",,,,"3",,,"5","2",,,,,
"GB","General Practice (GP)","e31770a3-193a-a9aa-09b3-13cad05727e0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","4","1,2,3,4,5,6,7,8,9,10","1","2","11","3","11","11","11","11","11","11","1","2,3","2",,"1","4","3","5","2","3","1","4","2","West Sussex",,"1,3","1,3","12","12",,,,,,,,,,,,,
"IT","Neurology","c03a541b-98bd-3508-2394-083683b5a9f7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"5","2","3","1,2,3,4,5,6,7","3","11","2","1","11","11","11","11","11","11","2","1,2","5","1","3","4","5","2","1","1","3","3","2","Pavia",,,,,,,,,,,,,,,,,,
"FR","Endocrinology","df7838c1-85d9-39bc-13ea-d330be32efde","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","1","1","3","11","11","11","11","11","11","2","1","11","3","2","1","2","5","4","2","3","1","1","4","4","1",,"3","8","8","1,2,3,4,5","6,9","1","7","1","7","7","7","6","3","7",,,,
"ES","General Practice (GP)","059dba49-506c-9b84-637b-103ee76b8465","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","3","1,2,4,5","3","11","11","1","11","2","11","11","11","11","1","2","2",,"3","5","2","4","1","1","2","2","2","Barcelona [Barcelona]",,"1","8","5","1,2,3,4,5,8","5","3","4","5","3",,"6","2",,"6",,,
"ES","Cardiology","f6080378-81fd-07bf-386e-9d06b97dc601","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,3,4,5,6,7,8,9","1","11","2","3","11","11","11","11","11","11","2","2","3,4",,"4","5","3","2","1","1","1","2","2","A Coruña [La Coruña]",,"8","8","12","11",,,,,,,,,,,,"Paracetamol ",
"FR","Infectious Diseases","062ca04a-b06b-09b5-72ac-b9dc8317b7d2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","1","3","1","1,2,7","1","11","11","11","3","2","11","11","11","11","3","1","1,3,4",,"4","5","2","3","1","2","2","3","1","Seine-Maritime","4","3","8","2,4,5","1,2,3,4,7","1","3","3","4","7",,"6","2,6",,,"6",,
"IT","Plastic & Reconstructive Surgery","90d361af-3c51-8563-b30f-c9e320a2e6dc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","2","1,3,4,5,6","11","3","1","11","11","2","11","11","11","11","1","3","1,2",,"2","1","3","4","5","2","1","1","1","Venezia","3","2,3,4,5,6,7","1,4","5","3",,,"4",,"4",,,,,,,,
"GB","Anesthesiology","abf182e2-1fae-ce7b-d252-960131c03722","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","6","3","3","1,2,5,6,7,8,9","1","11","3","11","11","2","11","11","11","11","1","2,4","5","2","5","3","2","4","1","1","2","2","2","Staffordshire",,,,,,,,,,,,,,,,,,
"GB","Internal Medicine","0d4ba966-321a-6778-1a3f-29ed42231602","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2","11","11","11","2","11","1","11","3","11","11","1","2","1,3,4",,"5","4","3","2","1","1","2","2","2","Cheshire West and Chester","2","8","8","2,4","2,4",,"3",,"3",,,"6","6",,,,,
"GB","Neurology","52b23dfa-aa11-a22e-f466-6d23b3faa1e0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","3","1,2,3,4,5,6,7,8,9","1","11","2","11","11","11","3","11","11","11","1","1,2","5","2","2","4","5","3","1","2","1","4","3","Lancashire",,,,,,,,,,,,,,,,,,
"GB","Laboratory Manager","2ea64e34-1870-c987-73f5-39d15b39ea18","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","1","1,2,7,8","11","11","11","1","3","11","2","11","11","11","1","2","1","1","5","1","4","3","2","1","1","2","2","North Tyneside","2","2","8","12","3,5,6,7,8",,,"1",,"3",,,,"1","2","1",,
"IT","Internal Medicine","caa04fed-ad8e-83e2-51cc-667cd2b91b91","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"7","2","3","1,2,3,4,5,6,7,8,9,10","11","11","1","2","11","3","11","11","11","11","2","1,2","1,2,3,4",,"5","2","4","1","3","2","2","2","1","Brescia","2","1,2,3","2,3","2,3,4,5,7,8,9","2,3,4,5,7,9",,"5","5","6","3","5","2,4,5,6","2,5",,"2","4",,
"GB","General Practice (GP)","32c3af7e-ebb7-d90b-92af-eef35a71585b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","3","1,2,7","1","11","11","2","11","3","11","11","11","11","1","2,3","2",,"3","5","2","4","1","1","1","2","2","Bradford",,"8","8","12","4",,,,"7",,,"5","1",,,,,
"IT","Pediatrics (excluding surgery) - Neonatal & Perinatal Medicine","61939529-6198-def7-38e9-96a71b2d7200","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","1","1,2,4","11","11","11","3","11","2","11","1","11","11","2","1,use of chlorochin","3",,"3","4","2","5","1","1","3","3","2","Bergamo",,"1,3,4","1,3","2,4,7,9","4,9",,"2",,"5",,"5","2,3,5","1",,,"4",,
"FR","Pulmonology/Respiratory Medicine","e74bc85d-654a-431d-8289-42c1837af5a5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","1","1,2","11","11","3","11","11","11","11","1","2","11","2","1,2","1,3,4",,"4","5","3","1","2","1","2","4","2","Pas-de-Calais","3","3","8","2,5","1,2,5","1","2",,,"2",,,,,,,,
"IT","Psychiatry","7c935698-f59b-2d84-8ca7-fee6e7146724","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","1","1","2,3,4,5,6,7,8,9,10","1","11","11","11","11","2","3","11","11","11","1","1,2,3,4","5","2","1","4","2","5","3","2","2","2","3","Napoli",,,,,,,,,,,,,,,,,,
"GB","Cardiology","20ce91c6-4952-76f8-6c74-2873f6c5b996","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","4","2","1","5,6,7,8,9","11","11","11","11","11","3","1","2","11","11","2","1","1,3,4",,"2","4","3","5","1","1","3","2","2","Liverpool","3","1,2,4","1,4","1,2","1","3","5",,,,,,,,,,,
"IT","General Practice (GP)","07850ee6-d6b8-a810-f694-330106b6b3ba","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","1","1,2,4,7,8,9","2","3","11","11","11","1","11","11","11","11","1","1,2,3,4","1,2",,"2","5","3","4","1","1","2","4","2","Vibo Valentia","2","8","4","12","12",,,,,,,,,,,,,
"ES","Pediatrics (excluding surgery)","d541fd4a-0324-f1a2-f0a9-b272d2301ee6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","7","1","1","1,5","1","11","3","11","11","2","11","11","11","11","1","1,2","5","2","5","4","3","2","1","1","2","3","1","Barcelona [Barcelona]",,,,,,,,,,,,,,,,,,
"IT","Psychiatry","e02d8f46-c4f7-4ed7-d270-4be5c20944b0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","1","3","1,2,4,5,8","11","11","2","1","11","3","11","11","11","11","2","2","1","2","5","1","3","2","4","1","2","4","1","Genova","2","8","8","2","2,3,4,7",,"2","4","4",,,"2","1",,,"4",,
"IT","Pathology Laboratory","bf02777f-06f7-3861-b869-aa3ce26b9c2a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"4","2","2","1,2,3,4,7,8","1","11","11","11","11","2","3","11","11","11","1","1,2","1","2","4","5","2","1","3","2","3","1","1","Palermo","3","8","8","12","12",,,,,,,,,,,,,
"IT","Cardiology","6f7b218e-7d5b-d29b-e4db-52aa98166fe3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","3","1,2,3,4,5,6,7,8,9","3","11","1","11","11","11","11","2","11","11","2","1,2","1,3",,"3","5","4","2","1","2","2","4","2",,"2","8","8","2,3,4","2,3,4,7,9",,"3","4","4",,"7","3,5","1",,,"7",,
"DE","General Practice (GP)","2ba1b7b4-2caf-c3e7-7709-38d91d501f31","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"3","1","1","2","1","3","11","11","11","2","11","11","11","11","2","2","1","2","2","4","3","5","1","1","2","4","2","Bayern","3","8","8","12","12",,,,,,,,,,,,,
"ES","Allergy & Immunology","d121ac72-136a-0667-df80-f83718781083","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","3","2,4","3","11","11","1","11","2","11","11","11","11","1","1,2","1,3",,"3","4","2","5","1","3","1","2","1","Zaragoza","3","3","3","2,4","2,3,4,7",,"5","3","5",,,"2,3,5,6","1",,,"4",,
"DE","Ophthalmology","6e938ed8-abb6-1714-2b4d-9dbfbbb31ca2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","3","1","1,2","11","11","11","11","11","1","11","2","3","11","2","2","5","1","3","2","4","5","1","4","2","2","1","Baden-Württemberg",,,,,,,,,,,,,,,,,,
"IT","Psychiatry","1704596b-c3b4-8e5f-f79a-3b2ea5e4bda1","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"3","1","4","1,2,4,7","1","11","2","3","11","11","11","11","11","11","1","1,2","5","2","5","3","2","1","4","1","1","2","2","Verona",,,,,,,,,,,,,,,,,,
"DE","General Practice (GP)","0125d591-8e49-9a97-0724-bec170f4b185","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"3","2","5","4","1","2","11","11","11","3","11","11","11","11","2","1","2",,"5","3","4","1","2","1","2","1","1","Nordrhein-Westfalen",,"1,2","1,2","12","12",,,,,,,,,,,,,
"FR","Cardiology","b74c841b-c522-c243-a186-851d4ab0d13f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","3","2","1,2,3,4","1","11","11","11","3","2","11","11","11","11","3","2","2",,"1","5","4","2","3","1","2","2","2","Alpes-Maritimes",,"8","8","12","12",,,,,,,,,,,,,
"DE","General Practice (GP)","99fc7a96-7da1-179b-445f-7419131802d5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","2","4","1,3,4,5,6,7,8,9","11","11","11","11","2","3","11","11","11","1","1","1","1,2",,"5","3","2","1","4","2","2","2","2","Baden-Württemberg","2","1,2,7","3,4,5,6","11","1,2,4","5","3",,"3",,,"3","2,4",,,,"none",
"GB","General Practice (GP)","52f37dad-d641-8214-5c55-0053cd083338","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","7","1","3","1,2,3,4,5,7,9","3","11","2","1","11","11","11","11","11","11","3","1,2","1","2","2","5","4","1","3","4","1","4","2","London, City of","2","8","8","12","12",,,,,,,,,,,,,
"GB","General Surgery","387e036e-da86-8ac3-6e55-49862d4d64cc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","1","1,3,4,6,7,9","1","11","3","11","11","2","11","11","11","11","1","2","5","2","2","5","1","4","3","2","1","1","2","Birmingham",,,,,,,,,,,,,,,,,,
"GB","Oncology","52ce6a80-83ee-57bb-5e6b-d460d8616ca5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"6","2","3","1,2,7,8,10","1","11","2","11","3","11","11","11","11","11","1","2","3",,"4","1","3","5","2","1","2","2","2","Lancashire",,"1,3,4","1,3,4","2,5","2,4,5,9,10",,"5",,"4","4","3","4","1,2,3",,,,,"3"
"DE","Neurology","c185d771-496c-1a47-0e3f-a405292fa80a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","3","1","1,2,4,7,8","1","2","11","11","11","11","3","11","11","11","2","2","5","1","4","5","2","3","1","4","1","1","2","Thüringen",,,,,,,,,,,,,,,,,,
"DE","Pulmonology/Respiratory Medicine","c7cd339b-c5a3-ea8d-ab49-f5b9a69f24e5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","3","3","2","11","11","11","11","2","1","3","11","11","11","2","2","5","1","2","1","3","4","5","1","1","2","1","Baden-Württemberg",,,,,,,,,,,,,,,,,,
"ES","Pulmonology/Respiratory Medicine","63f4b530-1210-35f6-d424-665654d0c712","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,5,6,7,8","2","11","11","3","11","1","11","11","11","11","2","1,2","1,3,4",,"3","5","2","4","1","2","2","4","2","Alacant*","3","3","3","2,3,4,5,9","2,3,4,5,6,7,8,9",,"5","4","5","3","5","5,6","2","3","5","5",,
"ES","Oncology","27b7dae0-0b1d-f170-08ca-19c079f161f6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,4,7,8","1","11","11","2","11","3","11","11","11","11","1","1,2","1","2","2","5","4","3","1","1","2","4","2","Alacant*","3","2","8","2","2,3,4,9",,"3","4","4",,"3","5,6","2",,,,,
"ES","General Practice (GP)","1d0aa47e-ef4b-0345-4493-7a15f0552a23","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","1","1,2,4,7,8,9","1","11","11","3","11","2","11","11","11","11","1","1,2,3","1,2",,"2","5","4","3","1","1","2","3","2","València*","3","8","8","2,5","2,4,5,7",,"7",,"7","3",,"5","1",,,"7",,
"ES","Family Medicine / Practice (FP)","e9e15d24-d55b-f080-82dc-bf71c9a41601","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","4","2","3","2,3,4,5,6,8","1","11","11","3","11","2","11","11","11","11","1","2","1","1","1","5","2","3","4","3","2","2","1","Málaga","3","8","8","12","2,3,4,5",,"3","7","3","4",,"5","4",,,,,
"IT","Plastic & Reconstructive Surgery","315a0a1d-a15a-f70f-c9c0-5df55a81a8e7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"2","3","1","3,4,7","2","1","11","11","3","11","11","11","11","11","4","1","5","2","1","5","4","3","2","2","4","2","3","Varese",,,,,,,,,,,,,,,,,,
"GB","General Practice (GP)","8e7fab56-1020-c126-f6c5-69b65c44b05b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,7,8,10","1","2","11","11","11","3","11","11","11","11","2","2,3","5","2","4","5","2","3","1","2","2","2","2","North Lincolnshire",,,,,,,,,,,,,,,,,,
"DE","Dermatology","f11e3deb-034b-f01f-ca69-0cff0d758257","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2,3,4","1","11","11","11","11","2","11","3","11","11","1","2","5","2","3","5","4","1","2","2","1","3","2","Hamburg",,,,,,,,,,,,,,,,,,
"DE","Emergency Medicine","4201227c-9380-d98c-3929-9d2a7f5a402c","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,2,7","1","11","3","11","11","2","11","11","11","11","3","2","1,3,4",,"2","5","3","4","1","1","2","3","2","Niedersachsen","2","2","2","12","12",,,,,,,,,,,,,
"FR","General Surgery","9fa5502f-4909-6116-22bf-d8281136ffcb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","7","3","3","1,2,3,4","11","11","2","1","11","3","11","11","11","11","1","1,2","5","2","5","4","2","3","1","1","3","3","3","Corrèze",,,,,,,,,,,,,,,,,,
"ES","General Practice (GP)","fceea745-4125-cc10-7baf-0f8b70957cd8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","2","3","3","1,2,3,4,5,6,7,8,9","1","11","3","2","11","11","11","11","11","11","1","1,2,4","2",,"2","5","3","4","1","1","2","3","1","Barcelona [Barcelona]",,"3,4,5,7","3,4","12","2,3,4,6,7,8",,"4","2","4",,,"5,6","1,6","3","4","3",,
"IT","Cardiology","925fe438-fd1b-ca26-ca60-0661b6495cf7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"6","4","3","2,3,4,5,6,8","1","11","11","3","11","2","11","11","11","11","1","1,2,3,Family protections","2",,"4","5","3","1","2","2","2","3","3",,,"3","8","2,4,11","2,3,4,7,9",,"5","4","5",,"5","3,4,5,6","Dose of 200 mg BID for 7 days-15 days ",,,"7","Oxygen therapy at home ",
"GB","Orthopedic Surgery","c72f22d2-758a-4eee-b2ed-35e4cf6c5232","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","7","2","3","1,2,7","1","3","2","11","11","11","11","11","11","11","2","2","5","2","4","5","2","1","3","1","3","4","2","Lancashire",,,,,,,,,,,,,,,,,,
"ES","General Practice (GP)","edfaa37f-94fd-6eff-d2e1-f0918045e982","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","3","3","1,3,4,5,6,7","1","11","11","11","11","2","11","3","11","11","1","1,2","1,3,4",,"1","5","2","3","4","1","3","4","3",,"2","1,2","1,2","1,2,3,4,6","1,2,3,4,6","4","5","5","5",,,"2,6","1","5",,,,
"IT","Gastroenterology","5e56f83e-a3e0-a312-cc8d-bc80004ce46b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,3,4","1","2","3","11","11","11","11","11","11","11","2","2,3","5","1","3","4","5","1","2","1","2","3","2","Potenza",,,,,,,,,,,,,,,,,,
"DE","Pulmonology/Respiratory Medicine","cb49ab99-f6b8-78f5-10a6-f7cf7d69c390","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","7","1","1","1,2,7","11","11","11","11","11","11","2","3","1","11","3","2","1","2","5","4","1","2","3","4","2","2","2","Sachsen","3","8","8","12","12",,,,,,,,,,,,,
"ES","Pain Medicine","ac61e892-f225-33ff-03b8-6a8e7dc62431","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","2","5","1,2,5,6,7,8,9,10","11","11","11","3","2","1","11","11","11","11","1","1,2","5","1","3","4","2","5","1","2","1","1","3",,,,,,,,,,,,,,,,,,,
"DE","Family Medicine / Practice (FP)","902a293c-e6c2-9987-e920-c85d22980621","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","6","2","3","2,5,8","3","1","11","11","11","11","11","11","2","11","3","2,3","1,2",,"4","5","2","3","1","2","2","2","1",,"3","4,5,6","1,7","4,7,9","1,10","4",,,"5",,"5","2,3","3",,,"6",,"6"
"ES","Pathology Laboratory","c4fca83c-1305-d926-6793-843b2f268dde","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","1","3","1,2,4,5,6,7,8","1","11","11","11","11","3","11","2","11","11","2","1","5","1","5","3","4","2","1","2","2","2","2","València*",,,,,,,,,,,,,,,,,,
"IT","General Surgery","db5ec5b4-b084-ec2d-ad7a-b12dff575b9a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"3","1","4","1,2","11","11","1","11","3","2","11","11","11","11","2","2","1,3,4",,"1","4","5","2","3","1","3","4","2","Terni","3","8","8","2,3,4,9","1,2,3,4,9","7","5","4","5",,"5","5","1",,,,,
"ES","Cardiology","28356332-671b-0d14-3d0a-719ccdb95d42","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","1","1,2,4,5,6,7,8,9","2","11","11","3","11","11","11","1","11","11","1","2","1","2","5","3","1","4","2","1","2","3","2","Tarragona [Tarragona]","3","8","8","1,2,4,7,8,9","1,2,4,6,7,8,9","7","4",,"4",,"4","6","4","4","4","4",,
"GB","Ophthalmology","7d532ac2-09e6-56d8-d31f-abc7dd1637b0","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","3","1,2,4,6,7,8,10","1","11","11","2","11","11","11","11","3","11","1","2","5","1","3","5","4","1","2","2","2","2","2","Shetland Islands",,,,,,,,,,,,,,,,,,
"DE","Internal Medicine","4206fcdf-e758-7617-8682-0e094fb4de1e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","1","3","2,7","2","3","11","1","11","11","11","11","11","11","3","1","1,2",,"5","2","4","3","1","2","2","3","2","Berlin","2","2,3","2,3","12","12",,,,,,,,,,,,,
"ES","Otolaryngology (ORL / ENT)","ce3b3cc4-dc93-de69-76b3-e1d930356be7","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","1","3","1,2,3,4","2","11","11","11","11","1","11","3","11","11","1","2","5","2","3","5","2","4","1","1","1","4","2","Huelva",,,,,,,,,,,,,,,,,,
"IT","Orthopedic Surgery","4f18cbb7-3e63-7f3a-7f8e-853d3b710b12","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","3","1","1","11","11","11","11","11","11","2","3","11","1","1","5","1","4","3","5","1","2","4","3","4","1","Udine",,,,,,,,,,,,,,,,,,
"ES","Physical Medicine & Rehabilitation (Physiatry)","e497b505-4f0b-c22c-ae40-7461c41823a5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","2","3","1,2,3,4,7,Wash their hands frecuently and thoroughly","1","11","3","11","11","2","11","11","11","11","1","1,2,Put on o surgical mask","1,3,4",,"4","5","2","3","1","2","2","3","1","Toledo","2","2,3","2","2,3,4,5","2,3,4,9",,"4","5","5","4","5","4,6","2",,,,,
"ES","Obstetrics & Gynecology","b3530c57-11b5-65ac-4c75-49c51230b578","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","4","1,2,3,4,5,6,7,8","1","11","2","11","11","11","11","3","11","11","1","1","1","1","4","5","2","3","1","2","1","4","3","Córdoba","2","3,5","8","12","2,4,7,9,11",,"7",,"3",,"7","5,6","3",,,"5","Tocilizumab",
"DE","General Practice (GP)","d2edd794-704c-1694-9de4-f7f358bc9e02","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,2","1","11","11","11","11","11","2","11","3","11","3","2,3","1","2","4","5","2","3","1","2","1","2","2","Bayern","2","1,2,3","1,2,3","12","2,4,5",,"7",,"7","5",,"5","6",,,,,
"GB","Neurology","e42e0898-ec0e-b567-7333-557b39853465","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","1","1,2,7","2","11","11","11","11","1","11","11","11","3","1","1,2,3","5","2","4","5","2","3","1","2","3","2","2","Staffordshire",,,,,,,,,,,,,,,,,,
"IT","Otolaryngology (ORL / ENT)","5b2dff8c-13ad-dfc5-629a-b8a283743d18","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","2","1,2,3,4,5,6,7,8,9","3","11","11","11","1","2","11","11","11","11","2","1","5","2","5","2","4","1","3","1","3","2","2",,,,,,,,,,,,,,,,,,,
"DE","Cardiology","a3949f21-5678-aef7-44a5-9c0ace1ccdec","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","2","3","1,2,7","1","11","11","3","11","2","11","11","11","11","3","1","1,2,3,4",,"2","3","4","5","1","2","2","2","2","Nordrhein-Westfalen","2","2","2","4,9","4,9",,,,"3",,"4","6","6",,,,,
