"country","specialty","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5-1","Q5-2","Q5-3","Q5-4","Q5-5","Q6","Q7","Q8","Q15","Q16","Q17","Q18","Q19","Q20","Q22","Q24-1","Q24-2","Q24-3","Q25","Q26","Q23","Q9","Q10-1","Q10-2","Q12-3","Q12-4","Q12-5","Q12-7","Q12-9","Q14","Q21","Q12-2","Q12-10","Q11","Q12-1","Q12-6","Q12-8"
"US","Neurosurgery","California","d251798c-1a68-4414-8b12-7d9a38ed1297","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","2",,,,,,"3","5",,,"1","1","3","3","1","1","1","1","3","6","1",,,,,,,,,,,,,,,,,
"US","Otolaryngology (ORL / ENT)","Florida","1f8030a6-9f64-434a-a7fd-f439e950ab3d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","1","Steroids","Hydroxychloroquine","Azithromycin",,,"1","5",,,"1","1","4","3,5,6","2","1","1","1","1","3","1",,,,,,,,,,,"1",,,,,,
"US","Internal Medicine","New York","b5139cc2-b51f-4ccf-87e7-018f82f4a784","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","not sure",,,,,"1","3",,,"1","1","4","1,2,3,4,5,6","2","1","3","2","3","6","2",,"1","12","12",,,,,,,"2",,,,,,
"US","Emergency Medicine","Georgia","faad7a59-8d88-405a-8296-5d52125910ee","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","2",,,,,,"2","5",,,"1","2",,"1,5","1","1","1","1","1","2","2",,,,,,,,,,,,,,,,,
"US","Cardiology","New Jersey","f38f87e4-6f22-4069-893e-5214b139f900","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","5","2",,,,,,"1","3",,,"1","1","3","1,3,4,5,6","1","1","1","1","1","6","2",,"1","2,4,11","2,4,11",,"5",,,,"1",,"5",,"Lipitor",,,
"US","Internal Medicine","Connecticut","d0bf2bae-b429-4fbb-adf2-fd804d069a89","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","azithromycin","hydroxychloroquine","oxygen (access issue)",,,"1","1,2,4","6","4","1","2",,"1,3,4,5,6","2","2","1","1","1","4","2","3","2","5","1,2,4,5",,"2","3",,,"1","3","2",,,"1",,
"US","Anesthesiology","California","27e3bc9e-b173-4431-bf54-4035ec2a62e8","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","Hydroxychlor",,,,,"1","5",,,"1","1","5","1,3,5,6","1","2","3","3","3","6","2","1",,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Illinois","75e3af0a-cbe4-4888-8da2-ef4cffc3102b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","7","1","N95",,,,,"1","5",,,"2","1","5","1,3","1","1","1","1","1","1","3",,,,,,,,,,,,,,,,,
"US","Psychiatry","New York","6ff8a6cb-a450-4d28-b690-61a2a5635be8","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","2",,,,,,"3","1,3,4","3","3","2","1","4","4,5,6","2","2","1","1","2","6","2","4","2","2,4,11","2,4",,"4",,,,"1,2","3","4",,"n/a",,,
"US","Ophthalmology","California","f115ea38-b355-4de7-ad5c-5c420c7d3b4e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"3","5",,,"2","1","4","1,2,3,4,5,6","1","1","1","1","1","3","2",,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Pennsylvania","fc75b47f-2588-4147-952a-1d6e8a2c6928","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","hydroxychloroquine","azithromycin",,,,"2","2",,,"1","2",,"3,4,5,6","2","1","2","2","2","3","2",,"1","12","2,3,4,5","1","3","3",,,"4","1","1",,,,,
"US","Emergency Medicine","California","a404ab92-b566-4531-a321-8af710942190","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"3","2",,,,,,"2","1,2","3","2","1","2",,"6","1","2","1","1","1","3","2","5","1","1","12",,,,,,,,,,,"1",,
"US","Plastic & Reconstructive Surgery","Tennessee","026e8118-30b7-4aec-811d-98b209f4eff7","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","tylenol","bronchodilators","O2",,,"1","5",,,"1","2",,"1,2,3,4,5,6","2","1","1","1","1","6","2",,,,,,,,,,,"2",,,,,,
"US","Internal Medicine","Indiana","7fd48459-c433-488a-8e78-a8c93a17d9c1","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","none",,,,,"1","1,2,4","3","3","1","1","4","2","2","2","2","1","2","3","3","3","1","5","2,4,5",,"2","2",,,"1","3","2",,,,,
"US","Pediatrics (excluding surgery)","California","61dbe899-681d-4882-b53a-24bf7651de6e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","N.A.",,,,,"1","5",,,"1","2",,"1","1","1","1","1","1","6","2",,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Arizona","dd1ca969-18eb-4625-915d-4f01dfb6f892","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","albuterol",,,,,"1","1,2,4","4","4","1","2",,"1,3,5,6","1","2","1","1","3","6","3","4","1","2,5","2,5",,,"5",,,,,"4",,,,,
"US","Rheumatology","New York","4b2eb6ce-4091-485d-9834-f5f0f11dc86a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","3","1","Plaquinil","Kevzara","None",,,"2","5",,,"1","2",,"3,4,6","1","1","1","1","1","6","2",,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","North Carolina","9731479e-90c6-4171-8915-9f3b03c48639","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","5","1","none",,,,,"2","1","4","5","1","2",,"1,2,3,5","1","2","2","2","2","3","3","2",,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","Louisiana","6bd47876-6343-4ff1-8b6a-cbca21a89d5f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","2",,,,,,"3","1","5","4","1","1","3","1,3,4,5","2","1","3","1","2","3","2",,,,,,,,,,,"1",,,,,,
"US","Family Medicine / Practice (FP)","Alabama","cf6a8d00-3444-4d47-8250-ec21034535f9","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","1","None",,,,,"2","5",,,"1","2",,"1,3","1","2","1","1","1","1","2","5",,,,,,,,,,,,,,,,
"US","Neurology","Texas","52469a54-b684-48a2-a7f9-266626473b2f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","hydroxychloroquin",,,,,"2","5",,,"2","2",,"1,5,6","2","1","2","2","2","4","2",,,,,,,,,,,"2",,,,,,
"US","Obstetrics & Gynecology","Georgia","70bf4fda-09ae-4c60-b0ff-d5e489d30102","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","2",,,,,,"3","5",,,"1","2",,"3","1","1","1","1","1","3","2",,,,,,,,,,,,,,,,,
"US","Anesthesiology","North Carolina","14a2e2c7-ff5b-440d-88bb-70792d8811ec","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"1","1","Hydroxchloroquin","Azithromycin",,,,"1","2",,,"1","1","4","1,3,4,5,6","2","2","2","2","1","3","1","4","1","2,4","2,4,9",,"6",,,"2","1","2","4",,,,,
"US","Geriatric Medicine","Pennsylvania","3b9ce4bd-9f55-4839-9d48-98fbc7a3ea17","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","4",7,"4","1","none yet",,,,,"1","1,2","5","5","1","1","4","1","1","2","2","1","2","6","3","4","1","4,5","4,5",,"7","7",,,"1",,,,,,,
"US","General Surgery - Vascular Surgery","Georgia","d159bfd7-86f8-4f53-b9c7-39e7cfdbea66","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","antivirals",,,,,"1","5",,,"1","2",,"Hospital response has been delayed and disappointing","2","1","1","1","1","3","3",,,,,,,,,,,"1",,,,,,
"US","Internal Medicine","Michigan","18779eef-e7bf-4d1f-adca-bc67ab28007a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","fentanyl iv ",,,,,"1","3,4",,,"1","1","4","1,2,3,4,5,6","2","1","1","1","1","6","1",,"2","5,11","5,11",,,"2",,,,"3",,,"vent management medications - fentanyl, midazolam ",,,
"US","Pediatrics (excluding surgery)","Florida","05acfa49-c8f9-4937-ae57-f5df95b733fa","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","hydroxycloroquin",,,,,"1","5",,,"2","1","4","1","1","1","1","1","2","3","3",,,,,,,,,,,,,,,,,
"US","General Surgery","Ohio","d92381e5-c7b3-44cd-a1ca-56d10764ab25","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","4",7,"1","1","hydroxychloriquin","Remsivir",,,,"1","5",,,"1","1","4","1,3,5,6","2","2","1","1","1","3","1","2",,,,,,,,,,"1",,,,,,
"US","Family Medicine / Practice (FP)","Louisiana","dcdb0cda-1673-4083-93f9-39e86b6318ed","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","hydroxychloroquine","azithromycin","anesthetics","paralytics",,"1","1","5","1","1","1","4","1,2,3,6","2","2","1","1","1","4","2","2",,,,,,,,,,"1",,,,,,
"US","Physical Medicine & Rehabilitation (Physiatry)","New York","66fa0043-47ee-48fc-8b22-0ec5599a8d92","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"6","1","hydroxychloroquine",,,,,"1","5",,,"2","1","4","1","2","1","3","3","3","3","2",,,,,,,,,,,"2",,,,,,
"US","Orthopedic Surgery","Connecticut","25366ac1-1079-4fb6-923d-f888b476f670","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","2",,,,,,"2","5",,,"2","2",,"1,3","2","1","1","1","1","6","2",,,,,,,,,,,"2",,,,,,
"US","Proctology / Colon & Rectal Surgery","South Carolina","71b25f17-6719-4cf4-9955-5774f3fa4e54","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","none yet",,,,,"2","5",,,"2","2",,"3,4,5,6","1","1","1","1","1","5","1",,,,,,,,,,,,,,,,,
"US","Emergency Medicine","California","75cf6352-d0a1-4dbb-814e-0ffa3d3ec10d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","propofol",,,,,"1","1,3","2","5","1","2",,"1,3,5,6,Masking all personnel in the hospital, regardless of where they work","2","1","3","2","3","3","2",,"1","12","2,4",,"7",,,,"don't know","2","1",,,,,
"US","Family Medicine / Practice (FP)","Florida","52e9420d-4e66-40cc-b32e-e7600f274615","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Hydroxychloquine and azithromycin ",,,,,"1","1","6","4","1","1","5","1,2,5,6","1","1","1","1","1","6","2",,,,,,,,,,,,,,,,,
"US","Emergency Medicine","Indiana","6c6573a5-bee2-4d8e-b131-33ffe75478f2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","benzodiazepines","narcotics","antibiotics",,,"2","1,2,3","3","5","1","1","5","3,4,5,6","2","1","1","1","3","6","2",,"6","1,2,5","1,2,4,5",,"7","2",,,"1","1","7",,,"2",,
"US","Anesthesiology","Ohio","71df8783-914b-49ad-aaac-ff12779c5909","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","propofol",,,,,"1","5",,,"1","1","4","1,3,4,5","1","2","3","3","1","5","2","3",,,,,,,,,,,,,,,,
"US","Emergency Medicine","Virginia","fc53709f-19bb-4af5-a624-717ffb2878e9","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Albuterol MDI","Zithromax ",,,,"1","1,2,3","5","4","1","2",,"3,6","2","2","3","3","2","3","2","3","1","2,5","2,5",,,"7",,,,"1","7",,,,,
"US","Psychiatry","Florida","41d37315-62b2-4f2d-9663-b59591ce8458","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"3","1,3","3","3","2","2",,"1,2,4,5,6","2","2","1","1","1","3","2","2","2","4","4",,"5",,,,"4","2",,,,,,
"US","Obstetrics & Gynecology","Virginia","2c45d56c-221e-46e8-a1a7-cc8dc59f5527","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","5","1","I am retired",,,,,"1","5",,,"1","2",,"7","1","1","3","2","3","3","2",,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","New Jersey","96896fe9-7330-4f0d-a554-bfed622afd75","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","7","1","albuterol",,,,,"2","1","3","2","2","1","5","1,4,5,6","2","2","1","1","2","3","2","2",,,,,,,,,,"1",,,,,,
"US","Psychiatry","Texas","4740328e-e64c-45ce-8664-e13897ac1f3a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","..",,,,,"2","5",,,"1","2",,"3,4,5","1","2","1","1","1","5","1","5",,,,,,,,,,,,,,,,
"US","Emergency Medicine","Missouri","51c90c4c-25f6-48fa-ba82-cb9288b73ddc","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Albuterol mdi",,,,,"1","1,2,3","4","4","2","1","4","1,3,4,5,6","2","2","1","1","2","5","3","3","2","5","5,7",,,"3","2",,,"1",,,,,,
"US","Physical Medicine & Rehabilitation (Physiatry)","Pennsylvania","4ceba13b-757c-4ed3-b0e0-5ebe1cb74c69","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","i do not know",,,,,"1","1,2","3","3","1","2",,"1,2,3,6","2","1","3","3","3","6","2",,"1","12","2,3,4,5,7,9","7","2","7","7","7","I personally have not prescribed","1","7",,,,,
"US","Family Medicine / Practice (FP)","Virginia","4dba8290-ebf7-4ca2-be99-a03fa9a4de02","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","albuterol",,,,,"1","1","6","5","1","1","3","3,5,6","2","2","1","1","2","6","2","3",,,,,,,,,,"1",,,,,,
"US","Family Medicine / Practice (FP)","New York","aecc2f9f-055b-40c7-9f91-8d942a6dc381","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","cough medicine","Z-pack","Hydroquloroquin",,,"1","1,2","2","4","1","1","1","1,3,5","2","2","3","3","3","2","1","4","3","5,9","1,2,4",,"2","6",,"6","3","1","3",,,"1",,
"US","Dermatology","Indiana","95896d46-2584-4403-a9d5-9a62687fc619","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","I don’t know of any ",,,,,"3","5",,,"2","2",,"1,2,3,4,5,6","1","1","3","3","3","6","2",,,,,,,,,,,,,,,,,
"US","Cardiology","North Carolina","a7bbea60-2f8e-4777-9087-b44135ffccdf","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","not sure",,,,,"1","3",,,"1","1","3","3,6","1","1","1","1","1","1","2",,"1","2,4","2,4,5",,"4","4",,,"2",,"4",,,,,
"US","General Surgery - Vascular Surgery","Pennsylvania","53cab374-e705-4a23-8678-cb2b7845962f","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","tylenol","Azithromycin","hydro chloroquine",,,"2","3",,,"1","2",,"3,4,5,6","2","2","1","1","2","5","1","4","1","12","1,2,4,5,7",,"5","4","7",,"1,2","3","5",,,"7",,
"US","Internal Medicine","Missouri","16121922-f5d8-43cb-8e61-77b021ddd582","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","1","None right now",,,,,"1","1,3","3","3","1","1","4","1,3,6","1","1","1","1","2","2","3",,"3","4,7","7",,"1",,"7",,"2",,,,,,,
"US","Radiology","Washington","ded7f57c-9418-4e10-bd3c-66be5cdf0fb0","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"4","3",,,"3","1","3","1,2,3,4,5","2","1","2","1","1","5","1",,"1","12","12",,,,,,,"1",,,,,,
"US","Otolaryngology (ORL / ENT)","North Carolina","4987aa2c-e93c-4e1b-8b4a-7a2c25b199ad","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","5","2",,,,,,"2","5",,,"1","1","5","1,6","1","1","1","1","1","3","2",,,,,,,,,,,,,,,,,
"US","Hematology Oncology","Texas","6d5c2888-4d04-4bae-beab-cb1ca6e3b0cf","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","5","1","Convalescent plasma/serum",,,,,"2","1,2","6","4","2","1","5","1,3,4,5","1","2","1","1","1","5","2","2","1","2","2,4,5,8,11",,"7","3",,,"2",,"7",,"Convalescent Plasma/Serum",,,"7"
"US","Ophthalmology","New York","4547ea21-dcd9-4204-9b30-541a41c06d57","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"5","1","Not sure",,,,,"1","1,4","2","4","1","1","5","1,2,3,4,5,6","1","2","2","2","2","4","2","5",,,,,,,,,,,,,,,,
"US","Allergy & Immunology","Illinois","4c83e9ce-5e98-4b4a-84a2-cc11b5f9349b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","pavulon","morphine",,,,"2","1,4","3","4","1","2",,"1,2,3,4,5,6","2","2","1","1","3","3","1","5",,,,,,,,,,"1",,,,,,
"US","Anesthesiology","Florida","481366cf-6ccc-4fc3-a8dd-78b772969e5c","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","fentanyl",,,,,"1","5",,,"1","2",,"1,3","1","1","2","2","2","6","3",,,,,,,,,,,,,,,,,
"US","Pathology","New York","6ce260ba-1369-41e2-a2f2-3a3047620b0c","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","hydroxychloroquine",,,,,"1","5",,,"1","1","5","1","2","1","1","1","1","6","2",,,,,,,,,,,"1",,,,,,
"US","Orthopedic Surgery","Connecticut","cdcefdb0-3b29-4464-9a8e-8ccd430b2fb0","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","4","1","Chrloquone","Plaquenil","Azithrimycin",,,"1","1","4","3","1","1","3","1,3,4,5","2","2","1","1","1","3","2","2",,,,,,,,,,"3",,,,,,
"US","Emergency Medicine","Kentucky","1d34f8c5-9d09-4782-af60-80ad48a821e7","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","2",,,,,,"2","1","4","4","1","2",,"1,2,3,6","1","1","2","2","2","4","2",,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Iowa","baf8a78a-efe2-4a2e-be03-38ad5570f782","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","Hydroxychloroquinine","Morphine ","Dilaudid ","Ativan ","Propofal ","2","1,2,3,4","5","4","1","1","4","1,2,3,5,6","2","2","2","2","1","6","2","1","5","12","1,2,3,4,5","1","1","1",,,"5","1","1",,,"1",,
"US","Internal Medicine","Wisconsin","d6e0ab3b-7b14-4db5-909f-fd9a207b506b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Hydroxychloroquine",,,,,"1","5",,,"1","2",,"1,3","2","1","1","1","2","3","2",,,,,,,,,,,"3",,,,,,
"US","Pediatrics (excluding surgery) - Psychiatry","Massachusetts","e62ef358-f1f7-477a-aa1f-6296489fb040","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","cardiac drugs","anxiolytics",,,,"1","5",,,"1","2",,"1,2,3,4,5,6","1","1","2","3","3","6","2",,,,,,,,,,,,,,,,,
"US","Radiology","Oklahoma","3ed13cb8-8ebb-49a7-98bb-43ca8c01eb07","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","sedatives",,,,,"1","3",,,"1","1","4","3,4,6","2","1","1","1","3","6","2",,"2","12","2,5",,,"7",,,,"1","7",,,,,
"US","Internal Medicine","Nevada","35064d8b-2ac0-4c64-9dd1-7d0993f0dd9e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","1","Not certain ",,,,,"1","2",,,"1","2",,"7","1","2","2","3","3","6","2","1","3","2,5,11","2,4,5,11",,"7","3",,,"1",,"6",,"Antibiotics ",,,
"US","Endocrinology","South Carolina","a8b474b5-1245-4491-9fb7-c92250564aaa","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","None at this time",,,,,"2","5",,,"2","1","3","3,4,5,6","2","1","1","1","1","4","1",,,,,,,,,,,"1",,,,,,
"US","General Surgery","New Jersey","a2a7f03c-ac8f-4828-9289-c461f0a5225e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","1","Paralytics","Anesthesia induction medications",,,,"1","5",,,"1","2",,"1,3,4,5,6","2","2","3","3","3","3","2","1",,,,,,,,,,"1",,,,,,
"US","Pediatrics (excluding surgery)","Kansas","e8a731b8-29c3-4b0a-bf9e-8629e968ce73","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","7","1","Zithromax",,,,,"2","5",,,"1","1","5","1,2,3,4,5,6","1","1","2","1","2","6","2",,,,,,,,,,,,,,,,,
"US","Ophthalmology","Delaware","0d78d4af-5eb4-4c9d-bea0-0fd6f0e7de42","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"3","5",,,"3","1","3","1,6","1","2","1","1","1","1","1","5",,,,,,,,,,,,,,,,
"US","Emergency Medicine","South Carolina","1f25131b-01be-413b-84fa-c13655634405","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","1","HCQ","Remdesivir",,,,"1","5",,,"1","2",,"1","2","1","3","3","3","3","2",,,,,,,,,,,"1",,,,,,
"US","Internal Medicine","Missouri","0a2cdda6-48d7-428e-b96f-940691651cbe","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","propofol","etomidate","versed",,,"1","1,3,4","4","5","1","2",,"1,4,5","2","2","2","1","3","4","2","5","1","12","12",,,,,,,"1",,,,,,
"US","Internal Medicine","Oregon","6fe90eb4-fbce-4f94-a4c0-ff5018f01197","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","proprofol",,,,,"3","1,4","3","3","3","2",,"1,3,5,testing outside","1","2","1","1","1","2","2","4",,,,,,,,,,,,,,,,
"US","Anesthesiology","Missouri","3f6c9109-b5a0-4c69-8ea9-0b8c88a5ecc1","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","None",,,,,"1","4",,,"2","2",,"1,3,4,5,6","1","2","1","1","2","6","3","1",,,,,,,,,,,,,,,,
"US","Cardiology","Florida","0907c198-2401-460f-9320-cef686d4d390","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","Hydrocholorquine ",,,,,"2","1,4","6","2","2","1","3","1,3,4,5,6","2","2","1","1","3","2","2","4",,,,,,,,,,"3",,,,,,
"US","Intensive Care / Critical Care Medicine","Kansas","dfca1529-76b6-413d-8105-f02215f622f3","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","PPE","IV azithromycin.  PO is currently in stock","All medicines currently designated for treatment other than Hydroxychloroquine and (technically) Azithromycin, however not IV for those that are intubated and have ileus.  ",,,"2","1,3,4","4","3","2","2",,"1,3,4,6","2","2","2","1","1","2","1","2","3","1,2,4,5,9","1,2,3,4,5","7","4","4",,"5","1,2","1","4",,,"1",,
"US","Radiology","California","f774c92d-8b4e-4ec5-bdda-621d594e595a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","2",,,,,,"1","1,3,4","2","4","1","1","5","1,3,4,5,6","2","1","2","1","3","2","2",,"1","12","12",,,,,,,"3",,,,,,
"US","Family Medicine / Practice (FP)","Florida","865cbaa7-2fcd-4104-a2eb-05dca244a3ba","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","none",,,,,"2","1","5","5","1","2",,"1,3,4,5,6","1","2","2","2","2","6","3","5",,,,,,,,,,,,,,,,
"US","General Surgery","Michigan","db368211-ff1b-4e40-83ee-352fb91f9f3e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","2",,,,,,"2","5",,,"1","2",,"1,3,4,5,6","1","2","2","2","2","2","1","1",,,,,,,,,,,,,,,,
"US","Gastroenterology","New York","6c68f0b9-f74e-4bc3-b1c9-fc49898c15ce","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","Hydroxychloroquine",,,,,"1","5",,,"1","1","4","1,3,6","2","2","1","1","2","5","2","3",,,,,,,,,,"2",,,,,,
